author,title,pages,proc:editor,proc:title
['Mary E. S. Loomis'],The 78 CODASYL Database Model: A Comparison with Preceding Specifications.,30-44,"['Peter P. Chen', 'R. Clay Sprowls']","Proceedings of the 1980 ACM SIGMOD International Conference on Management of Data, Santa Monica, California, May 14-16, 1980."
"['Michael Hammer', 'Brian Berkowitz']",DIAL: A Programming Language for Data Intensive Applications.,75-92,"['Peter P. Chen', 'R. Clay Sprowls']","Proceedings of the 1980 ACM SIGMOD International Conference on Management of Data, Santa Monica, California, May 14-16, 1980."
"['Ewing L. Lusk', 'Ross A. Overbeek', 'Bruce D. Parrello']","A Practical Design Methodology for the Implementation of IMS Databases, Using the Entity-Relationship Model.",9-21,"['Peter P. Chen', 'R. Clay Sprowls']","Proceedings of the 1980 ACM SIGMOD International Conference on Management of Data, Santa Monica, California, May 14-16, 1980."
"['M. Tamer Özsu', 'Esen A. Ozkarahan']",SYNGLISH - A High-Level Query Language for the RAP Database Machine.,139-150,,"The Papers of the Fifth Workshop on Computer Architecture for Non-Numeric Processing, Pacific Grove, CA, USA, March 11-14, 1980"
"['Chin-Chen Chang', 'Richard C. T. Lee', 'David Hung-Chang Du']",Some Properties of Cartesian Product Files.,157-168,"['Peter P. Chen', 'R. Clay Sprowls']","Proceedings of the 1980 ACM SIGMOD International Conference on Management of Data, Santa Monica, California, May 14-16, 1980."
"['Jo-Mei Chang', 'King-sun Fu']",A Dynamic Clustering Technique for Physical Database Design.,188-199,"['Peter P. Chen', 'R. Clay Sprowls']","Proceedings of the 1980 ACM SIGMOD International Conference on Management of Data, Santa Monica, California, May 14-16, 1980."
['G. Wolf'],Associative Mass Storage for Data Bases.,70-81,,"The Papers of the Fifth Workshop on Computer Architecture for Non-Numeric Processing, Pacific Grove, CA, USA, March 11-14, 1980"
"['H. T. Kung', 'Philip L. Lehman']",Systolic (VLSI) Arrays for Relational Database Operations.,105-116,"['Peter P. Chen', 'R. Clay Sprowls']","Proceedings of the 1980 ACM SIGMOD International Conference on Management of Data, Santa Monica, California, May 14-16, 1980."
['F. J. Devadason'],Generation Of Thesaurus In Different Languages A Computer Based System.,303-314,['Bernard Vauquois'],"Proceedings of the 8th International Conference on Computational Linguistics, COLING '80, Tokyo, Japan, September 30 - October 4, 1980"
['Bozena Henisz Thompson'],Linguistic Analysis Of Natural Language Communication With Computers.,190-201,['Bernard Vauquois'],"Proceedings of the 8th International Conference on Computational Linguistics, COLING '80, Tokyo, Japan, September 30 - October 4, 1980"
"['Timothy A. Budd', 'Richard A. DeMillo', 'Richard J. Lipton', 'Frederick G. Sayward']",Theoretical and Emperical Studies on Using Program Mutation to Test the Functional Correctness of Programs.,220-233,"['Paul W. Abrahams', 'Richard J. Lipton', 'Stephen R. Bourne']","Conference Record of the Seventh Annual ACM Symposium on Principles of Programming Languages, Las Vegas, Nevada, USA, January 1980"
['Leslie Lamport'],"""Sometime"" is Sometimes ""Not Never"" - On the Temporal Logic of Programs.",174-185,"['Paul W. Abrahams', 'Richard J. Lipton', 'Stephen R. Bourne']","Conference Record of the Seventh Annual ACM Symposium on Principles of Programming Languages, Las Vegas, Nevada, USA, January 1980"
"['L. Howard Holley', 'Barry K. Rosen']",Qualified Data Flow Problems.,68-82,"['Paul W. Abrahams', 'Richard J. Lipton', 'Stephen R. Bourne']","Conference Record of the Seventh Annual ACM Symposium on Principles of Programming Languages, Las Vegas, Nevada, USA, January 1980"
"['James H. Morris Jr.', 'Eric Schmidt', 'Philip Wadler']",Experience with an Applicative String Processing Language.,32-46,"['Paul W. Abrahams', 'Richard J. Lipton', 'Stephen R. Bourne']","Conference Record of the Seventh Annual ACM Symposium on Principles of Programming Languages, Las Vegas, Nevada, USA, January 1980"
['William E. Weihl'],"Interprocedural Data Flow Analysis in the Presence of Pointers, Procedure Variables and Label Variables.",83-94,"['Paul W. Abrahams', 'Richard J. Lipton', 'Stephen R. Bourne']","Conference Record of the Seventh Annual ACM Symposium on Principles of Programming Languages, Las Vegas, Nevada, USA, January 1980"
"['Alan J. Demers', 'James E. Donahue']","Data Types, Parameters, and Type Checking.",12-23,"['Paul W. Abrahams', 'Richard J. Lipton', 'Stephen R. Bourne']","Conference Record of the Seventh Annual ACM Symposium on Principles of Programming Languages, Las Vegas, Nevada, USA, January 1980"
['Ravi Sethi'],A Case Study in Specifying the Semantics of a Programming Language.,117-130,"['Paul W. Abrahams', 'Richard J. Lipton', 'Stephen R. Bourne']","Conference Record of the Seventh Annual ACM Symposium on Principles of Programming Languages, Las Vegas, Nevada, USA, January 1980"
"['Deepak Kapur', 'Mandayam K. Srivas']",Expressiveness of the Operation Set of a Data Abstraction.,139-153,"['Paul W. Abrahams', 'Richard J. Lipton', 'Stephen R. Bourne']","Conference Record of the Seventh Annual ACM Symposium on Principles of Programming Languages, Las Vegas, Nevada, USA, January 1980"
['Eike Best'],Proof of a Concurrent Program Finding Euler Paths.,142-153,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
"['Martin Wirsing', 'Manfred Broy']",Abstract Data Types as Lattices of Finitely Generated Models.,673-685,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['Herbert Klaeren'],A Simple Class of Algorithmic Specifications for Abstract Software Modules.,362-374,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['Helena Rasiowa'],Completeness in Classical Logic of Complex Algorithms.,488-503,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['J. Dean Brock'],Consistent Semantics for a Data Flow Language.,168-180,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
"['Joseph JáJá', 'Janos Simon']",Parallel Algorithms in Graph Theory: Planarity Testing (preliminary version).,305-319,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['Judea Pearl'],Asymptotic Complexity of Game-Searching Procedures.,474-487,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
"['Hartmut Ehrig', 'Hans-Jörg Kreowski', 'Bernd Mahr', 'Peter Padawitz']",Compound Algebraic Implementations: An Approach to Stepwise Refinement of Software Systems.,231-245,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
"['Tadao Takaoka', 'Alistair Moffat']",An O(n² log log log n) Expected Time Algorithm for the all Shortest Distance Problem.,643-655,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
"['Matthew Hennessy', 'Gordon D. Plotkin']",A Term Model for CCS.,261-274,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
"['Pierpaolo Degano', 'A. Lomanto', 'Franco Sirovich']",On Finding the Optimal Access Path to Resolve a Relational Data Base Query.,219-230,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['C. K. Wong'],On Some Discrete Optimization Problems in Mass Storage Systems.,75-93,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['Rod M. Burstall'],Electronic Category Theory.,22-39,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
"['Hartmann J. Genrich', 'Kurt Lautenbach', 'P. S. Thiagarajan']",Substitution Systems - A Family of System Models Based on Concurrency.,698-723,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
"['Juris Hartmanis', 'Stephen R. Mahaney']",An Eassay about Research on Sparse NP Complete Sets.,40-57,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['William A. Wulf'],Abstract Data Types: A Retrospective and Prospective View.,94-112,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['Ingbert Kupka'],Van Wijngaarden Grammars as a Special Information Processing Model.,387-401,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['Peter Ruzicka'],Time and Space Bounds in Producing Certain Partial Orders.,539-551,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['Burkhard Monien'],On a Subclass of Pseudopolynomial Problems.,414-425,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['David Harel'],on And/Or Schemes.,246-260,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
"['Yat-Sang Kwong', 'Derick Wood']",Approaches to Concurrency in B-Trees.,402-413,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['Stefan Sokolowski'],A Uniform Approach to Applicative and Imperative Features in Programming Languages.,612-626,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['Ryszard Janicki'],On Atomic Nets and Concurrency Relations.,320-333,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['Zbigniew Suraj'],A Resource Applocation Problem.,627-642,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['Vladimir Yu. Sazonov'],"A Logical Approach to the Problem ""P=NP?"".",562-575,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['Wolfgang Bibel'],A Theoretical Basis for the Systematic Proof Method.,154-167,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['Peter Padawitz'],New Results on Completeness and Consistency of Abstract Data Types.,460-473,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['Joseph Sifakis'],Deadlocks and Livelocks in Transition Systems.,587-600,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['Kurt Jensen'],A Method to Compare the Descriptive Power of Different Types of Petri Nets.,348-361,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['Wiktor Danko'],A Criterion of Undecidability of Algorithmic Theories.,205-218,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
"['Giorgio Ausiello', 'Carlo Batini', 'Marina Moscarini']",Conceptual Relations between Databases Transformed under Join and Projection.,123-136,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['Horst Müller'],Decidability of Reachability in Persistent Vector Replacement Systems.,426-438,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
"['Berthold Hoffmann', 'Ilse-Renate Schmiedecke']",A Mathematical Approach to Multi-Pass Parsing.,275-290,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
"['Dirk Janssens', 'Grzegorz Rozenberg']",Node-Label Controllel Graph Grammars.,334-347,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
"['Norbert Kraft', 'Horst Wedde']",Inducing Patterns of Behaviour in Distributed System Parts.,375-386,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['Ulrich L. Hupbach'],Abstract Implementation of Abstract Data Types.,291-304,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['Dines Bjørner'],Formal Description of Programming Concepts: A Software Engineering Viewpoint.,1-21,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['Luca Cardelli'],Analog Processes.,181-193,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['Seiichi Okoma'],Generalized Heapsort.,439-451,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['Wolfgang Reisig'],Schemes for Nonsequential Processing Systems.,515-527,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['Robert M. Keller'],Some Theoretical Aspects of Applicative Multiprocessing.,58-74,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
['Jacek Witaszek'],The LR(k) Parser.,686-697,['Piotr Dembinski'],"Mathematical Foundations of Computer Science 1980 (MFCS'80), Proceedings of the 9th Symposium, Rydzyna, Poland, September 1-5, 1980"
